ticket_id,created_at,resolved_at,category,sub_issue,product,channel,status,sentiment,agent_id,resolution_time_mins,first_response_mins,csat_score,priority,resolution_type,escalated,repeat_contact,region,customer_tier,chatbot_handled
TKT-00703,2023-06-03 03:59:00,2023-06-03 10:44:00,Complaint,Rude agent interaction,Tablet S,Email,Resolved,Negative,Agent_032,405,41,3,Low,No Action Needed,No,No,Asia Pacific,Standard,Yes
TKT-00704,2024-05-16 10:57:00,,Billing,Wrong amount billed,Router Plus,Social Media,Resolved,Positive,Agent_049,,20,3,Medium,Technical Fix Applied,No,Yes,Middle East,Standard,No
TKT-00705,2024-01-25 06:57:00,2024-01-25 10:58:00,Account,Profile update error,Camera 4K,Phone,Resolved,Neutral,Agent_028,241,44,1,Medium,Account Updated,Yes,No,Asia Pacific,Standard,No
TKT-00706,2023-03-27 14:58:00,,Account,Subscription management,SmartWatch X,Email,Closed,Negative,Agent_007,,21,5,Low,Escalated to Tier 2,No,Yes,Europe,Premium,No
TKT-00707,2023-01-14 23:51:00,2023-01-15 02:46:00,Billing,Promo code not applied,Router Plus,Phone,Closed,Positive,Agent_008,175,10,4,Low,Escalated to Tier 2,No,No,North America,Standard,No
TKT-00708,2023-01-04 13:50:00,2023-01-04 19:42:00,Technical,Software update failed,Smart TV,App,Resolved,Negative,Agent_046,352,6,1,Critical,Escalated to Tier 2,No,No,Middle East,Premium,Yes
TKT-00709,2024-06-03 00:05:00,2024-06-03 01:36:00,Shipping,Delivery delayed,Phone Max,Email,Escalated,Positive,Agent_012,91,57,3,High,Information Provided,No,No,Middle East,Standard,No
TKT-00710,2023-08-12 13:16:00,2023-08-12 20:19:00,Account,Profile update error,Tablet S,Chat,Resolved,Positive,Agent_023,423,1,3,Critical,Refund Issued,No,No,North America,Premium,No
TKT-00711,2023-01-13 23:43:00,2023-01-14 00:29:00,General Inquiry,Store hours,SmartWatch X,App,Resolved,Negative,Agent_029,46,59,5,Medium,Follow-up Scheduled,No,No,Latin America,Standard,No
TKT-00712,2023-08-22 18:10:00,2023-08-22 18:32:00,Returns,Return window expired,Smart TV,Social Media,Pending,Negative,Agent_029,22,57,4,Low,No Action Needed,No,Yes,Europe,Premium,Yes
TKT-00713,2024-02-14 11:00:00,2024-02-14 14:43:00,Shipping,Wrong item delivered,Wireless Earbuds,Chat,Resolved,Neutral,Agent_010,223,12,5,Low,Information Provided,Yes,No,Asia Pacific,Premium,No
TKT-00714,2023-08-22 06:31:00,2023-08-22 11:42:00,Account,Account locked,Router Plus,Email,Resolved,Positive,Agent_021,311,55,4,High,Order Replaced,Yes,No,Latin America,Premium,No
TKT-00715,2023-11-12 20:10:00,2023-11-12 23:04:00,Billing,Promo code not applied,SmartWatch X,App,Resolved,Positive,Agent_047,174,28,5,Medium,Escalated to Tier 2,No,No,North America,Standard,Yes
TKT-00716,2023-08-03 10:44:00,2023-08-03 12:44:00,Returns,Return window expired,Tablet S,App,Resolved,Negative,Agent_045,120,41,5,Low,Escalated to Tier 2,No,No,Middle East,Enterprise,Yes
TKT-00717,2023-09-13 15:36:00,2023-09-13 19:37:00,Returns,Return label not received,Camera 4K,Chat,Pending,Positive,Agent_032,241,57,4,Medium,Order Replaced,Yes,No,Europe,Premium,Yes
TKT-00718,2024-01-08 01:30:00,2024-01-08 03:37:00,Shipping,Delivery delayed,Router Plus,App,Resolved,Positive,Agent_021,127,23,1,Medium,Account Updated,No,No,Europe,Enterprise,No
TKT-00719,2023-10-30 23:03:00,2023-10-31 05:20:00,Technical,Device not connecting,Phone Max,Social Media,Resolved,Negative,Agent_001,377,33,4,Low,Information Provided,Yes,Yes,Latin America,Standard,No
TKT-00720,2024-04-02 20:24:00,2024-04-03 01:09:00,Shipping,Order not arrived,Tablet S,Social Media,Resolved,Negative,Agent_030,285,21,4,Low,Escalated to Tier 2,No,Yes,North America,Premium,No
TKT-00721,2023-05-26 10:53:00,2023-05-26 17:02:00,Product,Warranty claim,Camera 4K,Chat,Resolved,Negative,Agent_003,369,28,1,Medium,Account Updated,No,No,Middle East,Standard,No
TKT-00722,2024-05-23 02:59:00,,Shipping,Wrong item delivered,SmartWatch X,Phone,In Progress,Neutral,Agent_027,,11,2,Medium,Technical Fix Applied,No,No,Middle East,Standard,No
TKT-00723,2024-07-15 02:52:00,2024-07-15 04:39:00,Shipping,Package damaged,Phone Max,Chat,Resolved,Negative,Agent_002,107,59,2,Low,Information Provided,No,Yes,Europe,Enterprise,No
TKT-00724,2024-05-27 10:20:00,2024-05-27 13:39:00,Shipping,Delivery delayed,Tablet S,Social Media,Resolved,Negative,Agent_027,199,2,5,Medium,Refund Issued,No,Yes,Europe,Standard,Yes
TKT-00725,2024-08-18 11:32:00,2024-08-18 19:13:00,Technical,Performance issues,Laptop Pro,App,Resolved,Neutral,Agent_033,461,10,4,Medium,Information Provided,No,No,Europe,Standard,Yes
TKT-00726,2024-10-28 09:28:00,2024-10-28 09:43:00,Technical,Performance issues,Camera 4K,Chat,Resolved,Positive,Agent_007,15,43,5,High,Information Provided,No,No,Asia Pacific,Premium,No
TKT-00727,2024-01-05 14:03:00,2024-01-05 19:35:00,Account,Profile update error,Phone Max,App,Resolved,Positive,Agent_012,332,57,4,High,Information Provided,No,No,Asia Pacific,Standard,Yes
TKT-00728,2024-05-18 15:35:00,2024-05-18 20:41:00,Shipping,Wrong item delivered,SmartWatch X,App,Resolved,Positive,Agent_002,306,55,5,Medium,Refund Issued,No,No,Asia Pacific,Standard,No
TKT-00729,2023-04-10 01:23:00,2023-04-10 03:14:00,Shipping,Package damaged,SmartWatch X,Phone,Resolved,Positive,Agent_050,111,48,5,Low,Technical Fix Applied,No,No,Europe,Standard,No
TKT-00730,2024-05-02 05:00:00,,Billing,Promo code not applied,Tablet S,Phone,Resolved,Neutral,Agent_005,,56,3,High,Escalated to Tier 2,No,No,Latin America,Standard,No
TKT-00731,2024-02-27 05:00:00,2024-02-27 09:56:00,General Inquiry,Store hours,Tablet S,Social Media,Resolved,Positive,Agent_043,296,50,5,Low,Information Provided,No,No,North America,Enterprise,Yes
TKT-00732,2024-07-26 22:31:00,2024-07-27 05:17:00,Complaint,Rude agent interaction,Smart TV,Email,Pending,Neutral,Agent_031,406,4,5,Medium,Account Updated,No,No,Middle East,Standard,Yes
TKT-00733,2024-02-21 05:37:00,2024-02-21 09:03:00,Product,Warranty claim,Wireless Earbuds,Social Media,Escalated,Neutral,Agent_028,206,50,5,Low,Order Replaced,No,No,Asia Pacific,Premium,No
TKT-00734,2023-02-13 10:32:00,2023-02-13 18:23:00,Shipping,Package damaged,Wireless Earbuds,App,Resolved,Negative,Agent_014,471,39,4,High,No Action Needed,Yes,No,North America,Enterprise,No
TKT-00735,2024-08-12 00:16:00,2024-08-12 08:15:00,Technical,Login not working,Smart TV,Social Media,Resolved,Negative,Agent_024,479,48,5,Medium,No Action Needed,No,No,Europe,Standard,No
TKT-00736,2023-08-20 20:41:00,2023-08-21 00:34:00,Technical,Login not working,Laptop Pro,App,Closed,Neutral,Agent_005,233,49,5,Medium,Order Replaced,No,No,Europe,Standard,Yes
TKT-00737,2023-01-25 00:01:00,,Returns,Return label not received,SmartWatch X,Phone,Pending,Positive,Agent_023,,50,3,Medium,Refund Issued,No,No,Latin America,Standard,Yes
TKT-00738,2024-10-12 19:37:00,2024-10-12 19:59:00,General Inquiry,Store hours,Smart TV,Email,Resolved,Neutral,Agent_025,22,32,5,High,Technical Fix Applied,No,No,Asia Pacific,Enterprise,No
TKT-00739,2024-01-25 01:31:00,2024-01-25 08:00:00,Billing,Charged twice for order,SmartWatch X,Chat,Escalated,Negative,Agent_007,389,35,4,Medium,Account Updated,No,No,North America,Standard,No
TKT-00740,2023-08-10 19:26:00,,General Inquiry,Product availability,Router Plus,Email,Pending,Neutral,Agent_045,,56,2,Medium,Refund Issued,No,Yes,Middle East,Standard,No
TKT-00741,2023-06-16 01:18:00,2023-06-16 06:26:00,Account,Password reset issue,Phone Max,Social Media,Pending,Positive,Agent_050,308,10,2,High,Escalated to Tier 2,No,Yes,Europe,Standard,No
TKT-00742,2023-08-23 22:28:00,2023-08-24 05:22:00,General Inquiry,Pricing inquiry,Wireless Earbuds,Chat,Escalated,Negative,Agent_037,414,7,5,Low,Follow-up Scheduled,No,No,North America,Premium,No
TKT-00743,2024-10-12 17:06:00,2024-10-12 20:41:00,Product,Product not as described,SmartWatch X,Email,Resolved,Negative,Agent_043,215,36,3,Medium,No Action Needed,No,No,Europe,Standard,Yes
TKT-00744,2024-11-11 06:28:00,2024-11-11 12:06:00,Shipping,Tracking not updating,SmartWatch X,Chat,Pending,Positive,Agent_003,338,17,4,Low,Escalated to Tier 2,No,No,Latin America,Standard,Yes
TKT-00745,2023-04-26 16:42:00,2023-04-26 18:59:00,Billing,Subscription not cancelled,Smart TV,Chat,Closed,Negative,Agent_013,137,57,1,Medium,Follow-up Scheduled,No,Yes,Latin America,Standard,No
TKT-00746,2023-05-30 21:08:00,2023-05-31 04:28:00,Technical,Software update failed,SmartWatch X,App,Resolved,Neutral,Agent_027,440,5,5,High,Account Updated,No,No,Latin America,Standard,No
TKT-00747,2024-02-09 00:12:00,2024-02-09 05:56:00,Product,Setup assistance needed,Phone Max,Chat,Pending,Negative,Agent_033,344,29,4,High,Escalated to Tier 2,No,No,Latin America,Premium,No
TKT-00748,2024-03-03 02:35:00,2024-03-03 03:19:00,Billing,Charged twice for order,Smart TV,Phone,Resolved,Neutral,Agent_022,44,50,5,Medium,Account Updated,No,No,Latin America,Standard,Yes
TKT-00749,2024-04-25 10:05:00,2024-04-25 16:00:00,Shipping,Delivery delayed,SmartWatch X,Phone,Pending,Negative,Agent_019,355,34,4,Medium,Information Provided,No,No,Europe,Standard,Yes
TKT-00750,2023-07-16 10:33:00,2023-07-16 16:20:00,Account,Account locked,Wireless Earbuds,Phone,Resolved,Negative,Agent_046,347,28,3,Medium,Account Updated,No,No,Middle East,Standard,No
TKT-00751,2024-10-15 07:13:00,2024-10-15 12:20:00,Account,Two-factor auth problem,Smart TV,Chat,Resolved,Negative,Agent_037,307,12,5,Medium,Account Updated,Yes,No,Asia Pacific,Standard,Yes
TKT-00752,2023-01-04 02:12:00,2023-01-04 09:08:00,Complaint,Misleading information given,Tablet S,App,Pending,Positive,Agent_004,416,30,5,Critical,Follow-up Scheduled,No,No,Latin America,Standard,Yes
TKT-00753,2024-01-06 01:02:00,,Technical,Device not connecting,Wireless Earbuds,Email,Closed,Negative,Agent_014,,35,2,Low,Refund Issued,Yes,No,Middle East,Premium,Yes
TKT-00754,2023-08-25 07:39:00,2023-08-25 12:49:00,Returns,Item not eligible for return,Phone Max,Chat,Resolved,Neutral,Agent_049,310,36,3,Low,No Action Needed,No,No,Europe,Standard,No
TKT-00755,2024-05-12 03:06:00,2024-05-12 05:13:00,Account,Subscription management,Wireless Earbuds,Chat,Closed,Positive,Agent_001,127,30,3,Low,Order Replaced,No,No,Latin America,Standard,Yes
TKT-00756,2024-02-23 22:28:00,2024-02-24 02:15:00,Technical,Performance issues,Camera 4K,Email,Pending,Positive,Agent_044,227,55,5,Medium,Account Updated,No,No,Middle East,Standard,No
TKT-00757,2024-01-17 04:45:00,2024-01-17 05:25:00,Returns,Refund not processed,Camera 4K,Chat,Resolved,Neutral,Agent_018,40,25,5,Low,Order Replaced,No,No,Latin America,Enterprise,No
TKT-00758,2024-10-22 22:04:00,2024-10-23 01:56:00,Returns,Item not eligible for return,Smart TV,Social Media,Resolved,Neutral,Agent_029,232,37,1,Critical,Technical Fix Applied,No,No,Asia Pacific,Standard,No
TKT-00759,2023-06-11 05:14:00,2023-06-11 12:32:00,General Inquiry,Pricing inquiry,Laptop Pro,Social Media,Resolved,Negative,Agent_006,438,34,4,High,Escalated to Tier 2,Yes,No,North America,Standard,No
TKT-00760,2024-04-08 04:18:00,2024-04-08 05:31:00,Account,Account locked,Phone Max,Social Media,Resolved,Neutral,Agent_015,73,59,3,High,Refund Issued,No,No,Europe,Standard,No
TKT-00761,2023-06-21 07:01:00,2023-06-21 13:55:00,Complaint,Poor service experience,SmartWatch X,Phone,Closed,Positive,Agent_008,414,5,4,High,Account Updated,No,Yes,Europe,Standard,Yes
TKT-00762,2023-10-06 16:52:00,2023-10-06 17:03:00,Shipping,Wrong item delivered,Wireless Earbuds,Email,Pending,Negative,Agent_016,11,26,5,High,Account Updated,No,No,Europe,Standard,No
TKT-00763,2023-06-15 20:38:00,,Returns,Return label not received,Tablet S,Social Media,Pending,Neutral,Agent_049,,9,5,Medium,No Action Needed,No,No,Middle East,Standard,No
TKT-00764,2023-09-15 16:59:00,2023-09-15 20:28:00,Complaint,Poor service experience,Phone Max,Email,Pending,Neutral,Agent_020,209,9,5,Low,No Action Needed,No,No,North America,Standard,Yes
TKT-00765,2023-08-09 13:49:00,2023-08-09 19:16:00,Billing,Subscription not cancelled,Tablet S,Social Media,Resolved,Positive,Agent_015,327,38,4,Critical,Order Replaced,No,No,Latin America,Standard,Yes
TKT-00766,2024-03-01 01:15:00,2024-03-01 02:30:00,Shipping,Package damaged,Laptop Pro,Phone,Pending,Neutral,Agent_042,75,19,5,High,Technical Fix Applied,No,No,Middle East,Standard,Yes
TKT-00767,2023-03-11 11:21:00,2023-03-11 13:01:00,General Inquiry,Product availability,Wireless Earbuds,App,Resolved,Positive,Agent_014,100,1,4,Medium,Account Updated,Yes,No,Middle East,Standard,No
TKT-00768,2024-01-12 01:51:00,2024-01-12 06:16:00,Account,Two-factor auth problem,Camera 4K,App,Resolved,Negative,Agent_047,265,49,5,High,Technical Fix Applied,No,Yes,Latin America,Standard,No
TKT-00769,2023-05-28 04:48:00,2023-05-28 12:37:00,Account,Two-factor auth problem,Phone Max,Email,Resolved,Positive,Agent_009,469,18,4,Low,Information Provided,No,No,Europe,Standard,No
TKT-00770,2023-01-01 02:10:00,,Returns,Return label not received,Phone Max,Social Media,Closed,Positive,Agent_044,,51,5,Medium,Technical Fix Applied,No,No,Asia Pacific,Premium,No
TKT-00771,2023-09-22 18:35:00,2023-09-22 23:16:00,General Inquiry,Store hours,Wireless Earbuds,App,Pending,Positive,Agent_039,281,22,5,High,Information Provided,No,Yes,Latin America,Standard,No
TKT-00772,2024-05-25 23:25:00,2024-05-25 23:52:00,Account,Profile update error,SmartWatch X,Chat,Pending,Negative,Agent_015,27,56,4,High,Information Provided,No,Yes,North America,Premium,No
TKT-00773,2024-02-14 13:36:00,2024-02-14 16:26:00,Complaint,Repeated issues unresolved,SmartWatch X,Phone,Closed,Positive,Agent_026,170,40,3,High,Escalated to Tier 2,No,No,Asia Pacific,Enterprise,Yes
TKT-00774,2024-05-13 15:59:00,2024-05-13 19:22:00,Returns,Refund not processed,Tablet S,Chat,Pending,Positive,Agent_011,203,55,4,Medium,No Action Needed,No,Yes,North America,Premium,Yes
TKT-00775,2024-05-19 02:59:00,2024-05-19 09:46:00,Complaint,Poor service experience,Router Plus,Chat,Resolved,Positive,Agent_024,407,4,5,Medium,Account Updated,No,Yes,Europe,Premium,Yes
TKT-00776,2024-08-19 02:02:00,,Billing,Subscription not cancelled,Camera 4K,Social Media,Resolved,Neutral,Agent_040,,51,5,High,Technical Fix Applied,No,No,North America,Standard,No
TKT-00777,2024-10-20 22:32:00,2024-10-20 23:22:00,Shipping,Order not arrived,Camera 4K,Phone,Escalated,Negative,Agent_029,50,19,3,Medium,Order Replaced,No,No,Latin America,Standard,No
TKT-00778,2024-11-13 10:13:00,2024-11-13 12:17:00,Account,Password reset issue,Laptop Pro,App,Closed,Positive,Agent_029,124,3,5,Low,Technical Fix Applied,No,No,Asia Pacific,Standard,No
TKT-00779,2024-02-24 03:59:00,2024-02-24 09:29:00,Complaint,Misleading information given,Tablet S,Chat,Closed,Negative,Agent_024,330,47,5,Low,Information Provided,No,Yes,Asia Pacific,Standard,No
TKT-00780,2024-11-05 12:50:00,2024-11-05 18:54:00,General Inquiry,Store hours,Camera 4K,Phone,In Progress,Negative,Agent_045,364,53,4,Low,Escalated to Tier 2,No,No,Latin America,Premium,Yes
TKT-00781,2023-05-24 07:32:00,2023-05-24 12:42:00,Billing,Subscription not cancelled,Camera 4K,Email,Closed,Neutral,Agent_046,310,13,3,Medium,Account Updated,No,Yes,Middle East,Standard,Yes
TKT-00782,2024-06-27 12:56:00,2024-06-27 17:27:00,Account,Account locked,Camera 4K,Email,Pending,Negative,Agent_036,271,40,4,Low,Follow-up Scheduled,Yes,No,Latin America,Standard,No
TKT-00783,2024-04-30 13:59:00,2024-04-30 17:57:00,Technical,Device not connecting,Phone Max,Social Media,Resolved,Negative,Agent_003,238,15,4,High,Order Replaced,No,Yes,Europe,Standard,No
TKT-00784,2023-09-02 12:00:00,,General Inquiry,Store hours,Camera 4K,Email,Pending,Negative,Agent_050,,52,2,Medium,Order Replaced,No,No,Latin America,Enterprise,Yes
TKT-00785,2023-04-29 07:59:00,2023-04-29 11:19:00,Account,Account locked,Laptop Pro,Social Media,Resolved,Neutral,Agent_031,200,35,4,Low,Escalated to Tier 2,No,No,Europe,Premium,No
TKT-00786,2023-06-15 13:13:00,2023-06-15 19:27:00,Complaint,Rude agent interaction,Tablet S,App,Escalated,Neutral,Agent_005,374,60,2,Critical,Technical Fix Applied,No,Yes,Europe,Standard,No
TKT-00787,2023-07-03 03:48:00,2023-07-03 07:40:00,Account,Subscription management,Router Plus,App,Resolved,Negative,Agent_018,232,54,4,High,Account Updated,No,No,Latin America,Premium,No
TKT-00788,2023-01-19 19:51:00,2023-01-20 02:38:00,Account,Account locked,Smart TV,Chat,Pending,Negative,Agent_013,407,11,5,Medium,Account Updated,Yes,No,Latin America,Standard,No
TKT-00789,2023-08-06 05:12:00,2023-08-06 10:30:00,Complaint,Poor service experience,Phone Max,Social Media,Pending,Neutral,Agent_021,318,48,5,Medium,Information Provided,No,Yes,Europe,Standard,Yes
TKT-00790,2024-10-26 10:26:00,2024-10-26 16:50:00,Product,Product not as described,SmartWatch X,Chat,Closed,Neutral,Agent_036,384,56,5,High,Escalated to Tier 2,No,No,Middle East,Premium,Yes
TKT-00791,2024-10-15 10:15:00,2024-10-15 12:55:00,Billing,Charged twice for order,Laptop Pro,Phone,Escalated,Negative,Agent_045,160,3,4,Low,No Action Needed,No,No,Latin America,Enterprise,No
TKT-00792,2023-03-18 15:19:00,2023-03-18 21:38:00,Product,Warranty claim,Wireless Earbuds,Email,Closed,Negative,Agent_039,379,19,1,Medium,Technical Fix Applied,No,Yes,Asia Pacific,Premium,Yes
TKT-00793,2023-07-07 18:13:00,2023-07-07 23:12:00,Technical,Device not connecting,SmartWatch X,App,Closed,Negative,Agent_035,299,18,3,Low,Order Replaced,Yes,No,North America,Standard,No
TKT-00794,2024-11-04 10:17:00,,Technical,App keeps crashing,SmartWatch X,Social Media,Resolved,Negative,Agent_026,,38,2,Medium,Order Replaced,No,No,Europe,Standard,Yes
TKT-00795,2024-10-07 00:30:00,2024-10-07 02:22:00,Technical,Performance issues,Phone Max,Social Media,Resolved,Neutral,Agent_018,112,48,2,Medium,Information Provided,No,No,Latin America,Standard,No
TKT-00796,2024-06-24 09:22:00,2024-06-24 10:32:00,Returns,Exchange requested,Tablet S,Phone,Resolved,Negative,Agent_008,70,59,4,High,Order Replaced,No,No,North America,Standard,Yes
TKT-00797,2024-12-08 04:36:00,2024-12-08 06:11:00,Account,Account locked,Wireless Earbuds,Email,Resolved,Positive,Agent_003,95,43,4,High,No Action Needed,Yes,No,North America,Standard,No
TKT-00798,2024-12-13 00:26:00,2024-12-13 01:21:00,Technical,App keeps crashing,Smart TV,Phone,In Progress,Neutral,Agent_034,55,10,4,Medium,Follow-up Scheduled,No,No,Europe,Standard,Yes
TKT-00799,2024-05-16 15:17:00,,Returns,Refund not processed,Laptop Pro,Email,Escalated,Neutral,Agent_014,,30,1,Medium,Order Replaced,Yes,No,Latin America,Premium,No
TKT-00800,2024-08-23 14:22:00,2024-08-23 16:58:00,Technical,Device not connecting,Router Plus,Social Media,Resolved,Neutral,Agent_029,156,45,4,Critical,Refund Issued,No,No,Latin America,Standard,No
TKT-00801,2023-04-23 08:46:00,2023-04-23 11:56:00,Shipping,Delivery delayed,Tablet S,Social Media,Resolved,Neutral,Agent_007,190,18,5,Low,Order Replaced,No,No,Middle East,Premium,No
TKT-00802,2024-10-04 15:33:00,,Shipping,Delivery delayed,Camera 4K,App,Resolved,Neutral,Agent_012,,50,1,Low,Order Replaced,No,No,Asia Pacific,Standard,No
TKT-00803,2023-04-09 12:30:00,2023-04-09 17:50:00,Product,Warranty claim,Smart TV,Social Media,Closed,Neutral,Agent_032,320,3,3,Low,Refund Issued,No,Yes,Europe,Standard,No
TKT-00804,2024-04-23 13:34:00,,Returns,Return window expired,Wireless Earbuds,Chat,Escalated,Positive,Agent_007,,36,5,Low,Refund Issued,No,No,Asia Pacific,Premium,No
TKT-00805,2023-04-06 10:59:00,2023-04-06 13:01:00,Returns,Exchange requested,Phone Max,Email,Pending,Positive,Agent_011,122,17,2,Medium,Refund Issued,No,No,Europe,Premium,No
TKT-00806,2023-04-01 16:37:00,2023-04-01 18:35:00,Technical,Device not connecting,Smart TV,Social Media,Pending,Positive,Agent_048,118,28,3,Low,Refund Issued,No,Yes,Europe,Standard,Yes
TKT-00807,2023-07-20 06:12:00,2023-07-20 07:20:00,Shipping,Wrong item delivered,Wireless Earbuds,Email,Resolved,Negative,Agent_014,68,29,2,Medium,Order Replaced,No,No,North America,Premium,Yes
TKT-00808,2023-01-08 05:23:00,2023-01-08 05:41:00,Complaint,Repeated issues unresolved,SmartWatch X,Email,Closed,Positive,Agent_010,18,58,5,Medium,No Action Needed,No,No,Asia Pacific,Premium,No
TKT-00809,2024-04-08 05:53:00,2024-04-08 10:58:00,Product,Product not as described,Wireless Earbuds,App,Closed,Neutral,Agent_021,305,29,4,Low,Information Provided,No,No,North America,Standard,Yes
TKT-00810,2023-04-04 18:07:00,2023-04-05 00:55:00,General Inquiry,Feature request,SmartWatch X,App,Pending,Negative,Agent_038,408,15,5,High,Escalated to Tier 2,Yes,Yes,Europe,Premium,Yes
TKT-00811,2024-06-04 19:34:00,,Billing,Wrong amount billed,SmartWatch X,Phone,Resolved,Neutral,Agent_012,,6,4,Low,Follow-up Scheduled,No,No,Europe,Premium,Yes
TKT-00812,2024-10-01 14:04:00,2024-10-01 17:41:00,Shipping,Package damaged,Router Plus,Chat,Escalated,Negative,Agent_022,217,48,4,Low,Refund Issued,No,No,North America,Premium,No
TKT-00813,2023-11-27 05:48:00,2023-11-27 12:09:00,Technical,Login not working,Router Plus,Email,Resolved,Negative,Agent_042,381,6,4,Medium,Refund Issued,No,No,Asia Pacific,Standard,Yes
TKT-00814,2023-10-27 08:10:00,2023-10-27 08:54:00,Account,Subscription management,Router Plus,Phone,Pending,Negative,Agent_005,44,43,3,Low,Order Replaced,No,No,Asia Pacific,Standard,Yes
TKT-00815,2024-04-23 00:02:00,,Complaint,Long wait times,Camera 4K,Phone,Pending,Positive,Agent_047,,57,5,Medium,Escalated to Tier 2,No,No,Europe,Standard,No
TKT-00816,2023-11-26 11:42:00,2023-11-26 12:08:00,Returns,Exchange requested,Camera 4K,Email,Pending,Positive,Agent_031,26,51,5,Low,Information Provided,No,No,Middle East,Standard,No
TKT-00817,2024-10-01 20:54:00,2024-10-02 04:48:00,Billing,Wrong amount billed,Laptop Pro,Email,Closed,Positive,Agent_034,474,4,2,Low,Refund Issued,No,No,Europe,Standard,No
TKT-00818,2024-06-12 06:24:00,2024-06-12 12:32:00,Returns,Return window expired,Tablet S,Chat,Resolved,Positive,Agent_045,368,5,4,Medium,Order Replaced,No,No,Asia Pacific,Standard,Yes
TKT-00819,2024-03-05 22:08:00,2024-03-06 01:17:00,Returns,Refund not processed,SmartWatch X,Phone,In Progress,Positive,Agent_030,189,28,5,High,No Action Needed,No,No,Latin America,Standard,No
TKT-00820,2023-10-25 01:11:00,2023-10-25 04:38:00,Product,Warranty claim,Wireless Earbuds,Phone,Resolved,Negative,Agent_047,207,24,5,Low,Technical Fix Applied,No,No,Asia Pacific,Premium,No
TKT-00821,2023-08-20 23:06:00,2023-08-21 02:15:00,Billing,Subscription not cancelled,Tablet S,Phone,Escalated,Positive,Agent_040,189,34,5,High,Refund Issued,No,No,Asia Pacific,Premium,Yes
TKT-00822,2023-09-02 06:58:00,2023-09-02 08:49:00,Account,Account locked,Tablet S,App,Resolved,Negative,Agent_026,111,23,5,High,Escalated to Tier 2,No,Yes,Middle East,Standard,No
TKT-00823,2024-07-11 01:38:00,2024-07-11 03:20:00,Technical,Login not working,Router Plus,Chat,Resolved,Neutral,Agent_015,102,44,2,Low,No Action Needed,No,No,North America,Enterprise,No
TKT-00824,2023-12-02 12:06:00,2023-12-02 16:03:00,General Inquiry,Feature request,Laptop Pro,Email,Closed,Positive,Agent_002,237,50,5,Critical,Refund Issued,No,No,Latin America,Standard,Yes
TKT-00825,2023-09-08 22:24:00,2023-09-09 01:15:00,Billing,Wrong amount billed,SmartWatch X,Social Media,Closed,Negative,Agent_044,171,17,5,Low,Account Updated,No,No,North America,Standard,No
TKT-00826,2024-06-22 20:49:00,2024-06-23 01:44:00,Technical,Login not working,Camera 4K,App,Pending,Negative,Agent_038,295,15,4,Low,No Action Needed,No,No,Europe,Enterprise,No
TKT-00827,2023-03-17 07:28:00,2023-03-17 09:49:00,Shipping,Package damaged,Laptop Pro,Phone,Resolved,Neutral,Agent_048,141,6,4,Low,Account Updated,No,No,Asia Pacific,Standard,No
TKT-00828,2024-03-21 23:02:00,2024-03-22 03:28:00,Complaint,Repeated issues unresolved,Laptop Pro,Email,Closed,Negative,Agent_004,266,9,2,Medium,Information Provided,No,No,Middle East,Standard,No
TKT-00829,2024-01-31 04:43:00,,Billing,Charged twice for order,Wireless Earbuds,Chat,Resolved,Neutral,Agent_004,,14,5,High,Escalated to Tier 2,No,Yes,Latin America,Standard,No
TKT-00830,2024-09-28 06:33:00,2024-09-28 13:39:00,Shipping,Order not arrived,Phone Max,Phone,Closed,Positive,Agent_034,426,3,5,Critical,Information Provided,No,No,Middle East,Premium,No
TKT-00831,2023-02-17 06:14:00,2023-02-17 11:45:00,Complaint,Poor service experience,Smart TV,Social Media,Escalated,Positive,Agent_004,331,4,5,Medium,Technical Fix Applied,No,No,Europe,Enterprise,No
TKT-00832,2023-09-19 18:51:00,2023-09-19 20:16:00,General Inquiry,Feature request,Camera 4K,App,Pending,Neutral,Agent_050,85,37,4,Medium,Follow-up Scheduled,Yes,No,Europe,Standard,Yes
TKT-00833,2024-10-14 18:15:00,2024-10-14 19:31:00,Complaint,Misleading information given,Tablet S,App,Pending,Negative,Agent_013,76,2,2,Critical,Information Provided,Yes,No,Europe,Standard,Yes
TKT-00834,2024-02-18 18:35:00,2024-02-18 19:04:00,Complaint,Repeated issues unresolved,Wireless Earbuds,Social Media,Pending,Neutral,Agent_027,29,36,5,Critical,Refund Issued,No,Yes,Europe,Standard,No
TKT-00835,2024-06-16 19:14:00,2024-06-16 22:01:00,Returns,Refund not processed,Wireless Earbuds,App,Closed,Negative,Agent_019,167,24,4,High,Account Updated,No,No,North America,Enterprise,No
TKT-00836,2023-12-16 00:35:00,2023-12-16 07:27:00,Complaint,Rude agent interaction,Wireless Earbuds,Social Media,Escalated,Positive,Agent_036,412,38,3,Medium,No Action Needed,No,No,Europe,Standard,No
TKT-00837,2023-04-11 21:53:00,2023-04-12 03:45:00,Complaint,Misleading information given,Smart TV,App,Resolved,Negative,Agent_008,352,52,5,Low,Information Provided,No,No,Europe,Standard,No
TKT-00838,2024-06-05 08:40:00,,Account,Two-factor auth problem,Phone Max,Email,Resolved,Negative,Agent_028,,11,1,Medium,No Action Needed,Yes,Yes,Latin America,Standard,Yes
